Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Philadelphia 76ers*,81,240.9,48.3,100.0,.483,,,,48.3,100.0,.483,28.6,42.1,.680,,,70.4,26.4,,,,23.5,125.2
San Francisco Warriors*,81,241.9,47.1,108.9,.433,,,,47.1,108.9,.433,28.2,37.3,.756,,,73.8,23.2,,,,26.2,122.4
Los Angeles Lakers*,81,241.5,46.7,104.5,.447,,,,46.7,104.5,.447,27.1,36.0,.751,,,66.9,23.5,,,,26.8,120.5
Boston Celtics*,81,242.2,46.0,102.8,.447,,,,46.0,102.8,.447,27.4,36.6,.748,,,70.4,24.2,,,,26.4,119.3
Cincinnati Royals*,81,240.9,45.1,100.5,.449,,,,45.1,100.5,.449,26.9,34.6,.777,,,64.2,22.9,,,,25.6,117.1
New York Knicks*,81,240.6,44.9,99.1,.453,,,,44.9,99.1,.453,26.6,36.8,.722,,,63.9,22.0,,,,26.0,116.4
Baltimore Bullets,81,241.2,45.2,105.9,.427,,,,45.2,105.9,.427,25.0,34.2,.731,,,66.0,20.4,,,,26.6,115.5
St. Louis Hawks*,81,241.2,43.8,98.8,.443,,,,43.8,98.8,.443,26.0,36.8,.708,,,64.4,21.1,,,,26.8,113.6
Chicago Bulls*,81,240.6,44.0,105.0,.419,,,,44.0,105.0,.419,25.1,34.4,.732,,,65.4,22.6,,,,27.2,113.2
Detroit Pistons,81,241.9,43.5,105.5,.412,,,,43.5,105.5,.412,24.3,33.6,.723,,,68.0,18.1,,,,27.1,111.3
League Average,81,241.3,45.5,103.1,.441,,,,45.5,103.1,.441,26.5,36.2,.732,,,67.3,22.4,,,,26.2,117.4
Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Philadelphia 76ers*,82,241.2,48.4,102.6,.471,,,,48.4,102.6,.471,25.9,40.7,.635,,,72.1,26.8,,,,22.6,122.6
Los Angeles Lakers*,82,242.1,46.7,97.9,.477,,,,46.7,97.9,.477,27.8,38.3,.726,,,63.7,24.2,,,,26.2,121.2
Seattle SuperSonics,82,240.9,46.0,104.8,.439,,,,46.0,104.8,.439,26.7,37.1,.719,,,65.1,24.4,,,,28.9,118.7
Detroit Pistons*,82,241.2,45.8,102.3,.448,,,,45.8,102.3,.448,27.0,38.2,.708,,,66.5,20.7,,,,27.3,118.6
Baltimore Bullets,82,240.9,45.0,102.8,.438,,,,45.0,102.8,.438,27.4,36.5,.750,,,66.2,18.7,,,,25.9,117.4
San Francisco Warriors*,82,241.5,44.3,104.7,.423,,,,44.3,104.7,.423,28.5,38.5,.740,,,73.5,23.2,,,,27.6,117.0
Cincinnati Royals,82,241.5,44.9,95.9,.468,,,,44.9,95.9,.468,26.9,35.3,.762,,,62.5,25.0,,,,24.6,116.6
Boston Celtics*,82,240.3,45.0,102.1,.440,,,,45.0,102.1,.440,26.2,36.4,.721,,,69.1,21.9,,,,26.2,116.1
New York Knicks*,82,242.4,44.9,98.4,.456,,,,44.9,98.4,.456,26.3,37.1,.710,,,62.5,24.0,,,,28.8,116.1
St. Louis Hawks*,82,242.4,42.7,94.7,.451,,,,42.7,94.7,.451,27.5,37.9,.726,,,64.9,24.2,,,,25.0,113.0
San Diego Rockets,82,240.9,43.5,104.2,.417,,,,43.5,104.2,.417,25.4,35.7,.711,,,66.1,22.4,,,,26.7,112.4
Chicago Bulls*,82,241.5,42.5,99.2,.429,,,,42.5,99.2,.429,24.5,33.1,.738,,,62.4,18.6,,,,26.0,109.5
League Average,82,241.4,45.0,100.8,.446,,,,45.0,100.8,.446,26.7,37.1,.720,,,66.2,22.8,,,,26.3,116.6
Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Philadelphia 76ers*,82,241.5,45.8,100.9,.454,,,,45.8,100.9,.454,27.3,37.6,.725,,,55.0,23.3,,,,26.2,118.9
Baltimore Bullets*,82,240.9,46.0,104.5,.440,,,,46.0,104.5,.440,24.4,33.3,.732,,,60.5,20.5,,,,24.9,116.4
San Diego Rockets*,82,241.2,45.0,105.3,.428,,,,45.0,105.3,.428,25.3,37.1,.682,,,61.3,23.5,,,,25.7,115.3
Cincinnati Royals,82,241.5,43.5,94.4,.460,,,,43.5,94.4,.460,27.6,36.7,.751,,,55.2,24.2,,,,24.8,114.5
Detroit Pistons,82,240.9,44.0,97.5,.451,,,,44.0,97.5,.451,26.1,36.9,.708,,,54.5,21.4,,,,25.7,114.1
Los Angeles Lakers*,82,242.7,43.6,92.9,.469,,,,43.6,92.9,.469,25.1,38.5,.650,,,57.9,25.2,,,,21.6,112.2
Seattle SuperSonics,82,241.8,43.2,99.4,.435,,,,43.2,99.4,.435,25.7,36.3,.707,,,54.9,23.5,,,,27.8,112.1
Phoenix Suns,82,241.5,43.2,100.5,.430,,,,43.2,100.5,.430,25.4,36.0,.705,,,55.0,23.4,,,,25.4,111.7
Atlanta Hawks*,82,240.6,44.0,95.7,.460,,,,44.0,95.7,.460,23.3,34.0,.687,,,56.1,25.2,,,,25.4,111.3
Boston Celtics*,82,241.8,43.7,101.4,.431,,,,43.7,101.4,.431,23.6,32.4,.729,,,59.0,23.8,,,,25.3,111.0
New York Knicks*,82,240.6,43.8,95.3,.459,,,,43.8,95.3,.459,23.3,31.7,.736,,,51.8,25.3,,,,26.5,110.8
Milwaukee Bucks,82,240.0,43.1,100.7,.428,,,,43.1,100.7,.428,24.0,32.2,.745,,,57.6,23.0,,,,26.7,110.2
San Francisco Warriors*,82,242.7,41.6,100.2,.415,,,,41.6,100.2,.415,25.8,36.0,.719,,,62.3,22.2,,,,25.5,109.1
Chicago Bulls,82,240.9,40.9,97.8,.418,,,,40.9,97.8,.418,22.9,31.4,.728,,,55.5,19.5,,,,25.2,104.7
League Average,82,241.4,43.7,99.0,.441,,,,43.7,99.0,.441,25.0,35.0,.714,,,56.9,23.1,,,,25.5,112.3
Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Philadelphia 76ers*,82,240.9,47.7,101.8,.469,,,,47.7,101.8,.469,26.4,35.2,.752,,,54.4,25.9,,,,26.8,121.9
Baltimore Bullets*,82,242.7,47.9,104.5,.458,,,,47.9,104.5,.458,25.0,32.3,.773,,,57.1,22.9,,,,23.1,120.7
Phoenix Suns*,82,241.5,44.8,95.8,.468,,,,44.8,95.8,.468,29.7,39.9,.744,,,51.0,25.3,,,,26.6,119.3
Milwaukee Bucks*,82,241.2,47.8,98.1,.488,,,,47.8,98.1,.488,23.1,31.6,.732,,,53.9,26.4,,,,24.0,118.8
San Diego Rockets,82,241.2,47.1,108.1,.436,,,,47.1,108.1,.436,24.4,33.3,.733,,,58.4,24.8,,,,25.6,118.7
Atlanta Hawks*,82,241.2,46.5,96.4,.483,,,,46.5,96.4,.483,24.5,32.5,.754,,,51.3,26.1,,,,24.6,117.6
Cincinnati Royals,82,242.4,45.9,100.9,.455,,,,45.9,100.9,.455,25.4,34.6,.733,,,50.8,24.3,,,,27.0,117.3
Seattle SuperSonics,82,241.2,45.2,97.9,.462,,,,45.2,97.9,.462,26.5,34.8,.761,,,52.6,27.0,,,,26.5,116.9
New York Knicks*,82,240.6,46.4,97.3,.477,,,,46.4,97.3,.477,22.2,30.3,.733,,,48.9,26.0,,,,24.6,115.0
Boston Celtics,82,241.2,44.5,100.4,.443,,,,44.5,100.4,.443,26.0,33.1,.786,,,52.9,22.9,,,,28.3,114.9
Chicago Bulls*,82,242.4,44.0,99.2,.444,,,,44.0,99.2,.444,26.9,34.9,.772,,,53.5,26.0,,,,22.7,114.9
Los Angeles Lakers*,82,241.8,44.7,97.0,.461,,,,44.7,97.0,.461,24.3,32.2,.754,,,50.7,24.8,,,,23.1,113.7
Detroit Pistons,82,242.1,43.5,93.4,.466,,,,43.5,93.4,.466,25.8,35.1,.734,,,46.7,20.8,,,,23.5,112.8
San Francisco Warriors,82,241.8,43.4,100.3,.432,,,,43.4,100.3,.432,24.4,32.3,.757,,,58.2,22.7,,,,25.0,111.1
League Average,82,241.6,45.7,99.4,.460,,,,45.7,99.4,.460,25.3,33.7,.751,,,52.9,24.7,,,,25.1,116.7
Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Milwaukee Bucks*,82,241.2,48.4,95.2,.509,,,,48.4,95.2,.509,21.5,29.0,.742,,,53.0,27.4,,,,22.5,118.4
Boston Celtics,82,241.2,46.4,105.1,.442,,,,46.4,105.1,.442,24.4,32.3,.755,,,58.9,25.0,,,,26.1,117.2
Cincinnati Royals,82,241.8,46.4,102.1,.454,,,,46.4,102.1,.454,23.2,32.0,.725,,,50.6,24.7,,,,25.9,116.0
Portland Trail Blazers,82,240.9,45.4,104.4,.435,,,,45.4,104.4,.435,24.7,32.6,.758,,,51.3,27.2,,,,24.7,115.5
Seattle SuperSonics,82,240.6,44.7,98.0,.456,,,,44.7,98.0,.456,25.6,34.0,.753,,,54.3,25.0,,,,23.4,115.0
Los Angeles Lakers*,82,240.9,45.6,95.8,.476,,,,45.6,95.8,.476,23.6,33.1,.711,,,52.1,26.9,,,,20.8,114.8
Philadelphia 76ers*,82,240.9,44.0,97.9,.450,,,,44.0,97.9,.450,26.8,36.2,.741,,,54.1,24.1,,,,26.4,114.8
Atlanta Hawks*,82,240.9,44.1,94.9,.465,,,,44.1,94.9,.465,25.9,36.3,.713,,,54.5,23.2,,,,23.9,114.0
Phoenix Suns,82,241.2,42.7,97.8,.437,,,,42.7,97.8,.437,28.4,37.5,.756,,,54.2,23.5,,,,26.0,113.8
San Diego Rockets,82,240.6,43.3,102.8,.421,,,,43.3,102.8,.421,26.7,35.6,.749,,,57.1,23.4,,,,26.0,113.2
Baltimore Bullets*,82,241.5,44.9,101.6,.442,,,,44.9,101.6,.442,23.0,30.5,.754,,,55.5,21.6,,,,24.0,112.9
Chicago Bulls*,82,240.9,42.2,93.4,.452,,,,42.2,93.4,.452,26.2,33.2,.790,,,52.7,26.1,,,,21.9,110.6
New York Knicks*,82,240.9,44.3,98.5,.450,,,,44.3,98.5,.450,21.5,29.0,.740,,,49.7,21.7,,,,23.4,110.1
Detroit Pistons,82,242.1,42.3,94.3,.449,,,,42.3,94.3,.449,25.5,34.2,.745,,,47.8,20.7,,,,24.0,110.1
San Francisco Warriors*,82,240.3,42.1,94.0,.448,,,,42.1,94.0,.448,22.9,30.1,.760,,,56.6,23.1,,,,22.4,107.1
Buffalo Braves,82,241.5,41.8,95.9,.436,,,,41.8,95.9,.436,22.0,30.5,.721,,,52.0,23.9,,,,27.2,105.5
Cleveland Cavaliers,82,240.0,40.2,94.9,.424,,,,40.2,94.9,.424,21.6,29.0,.746,,,48.6,25.2,,,,25.8,102.1
League Average,82,241.0,44.0,98.0,.449,,,,44.0,98.0,.449,24.3,32.7,.745,,,53.1,24.3,,,,24.4,112.4
Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Los Angeles Lakers*,82,240.9,47.8,97.5,.490,,,,47.8,97.5,.490,25.4,34.5,.734,,,56.4,27.2,,,,20.0,121.0
Phoenix Suns,82,242.4,43.9,96.1,.457,,,,43.9,96.1,.457,28.5,36.6,.779,,,52.5,24.1,,,,24.7,116.3
Boston Celtics*,82,240.6,46.6,102.8,.453,,,,46.6,102.8,.453,22.4,28.9,.777,,,54.4,27.2,,,,24.8,115.6
Milwaukee Bucks*,82,241.2,46.5,93.3,.498,,,,46.5,93.3,.498,21.6,29.3,.739,,,52.1,26.3,,,,22.7,114.6
Philadelphia 76ers,82,241.2,43.6,98.3,.444,,,,43.6,98.3,.444,25.0,34.5,.725,,,52.7,23.4,,,,26.9,112.2
Chicago Bulls*,82,241.2,43.2,95.8,.451,,,,43.2,95.8,.451,24.9,32.9,.755,,,53.3,25.5,,,,24.0,111.2
Houston Rockets,82,240.6,43.8,100.9,.434,,,,43.8,100.9,.434,22.1,29.6,.748,,,54.1,21.7,,,,24.3,109.7
Atlanta Hawks*,82,240.6,42.5,92.3,.460,,,,42.5,92.3,.460,24.6,33.2,.741,,,49.8,23.1,,,,24.0,109.5
Seattle SuperSonics,82,240.9,42.2,90.9,.464,,,,42.2,90.9,.464,24.8,32.4,.765,,,50.3,24.1,,,,21.2,109.2
Detroit Pistons,82,241.5,42.5,93.5,.454,,,,42.5,93.5,.454,24.2,32.4,.747,,,48.4,20.6,,,,23.8,109.1
Golden State Warriors*,82,240.3,42.4,96.6,.439,,,,42.4,96.6,.439,23.4,30.5,.767,,,54.3,22.6,,,,22.4,108.2
Cincinnati Royals,82,241.2,42.0,91.4,.459,,,,42.0,91.4,.459,23.8,31.4,.756,,,45.8,24.6,,,,25.4,107.8
New York Knicks*,82,241.5,42.9,93.6,.459,,,,42.9,93.6,.459,21.3,28.1,.757,,,47.7,24.2,,,,23.2,107.1
Baltimore Bullets*,82,241.2,42.6,94.5,.450,,,,42.6,94.5,.450,22.0,29.0,.759,,,50.7,22.1,,,,22.7,107.1
Portland Trail Blazers,82,241.5,42.2,95.6,.442,,,,42.2,95.6,.442,22.4,30.4,.736,,,48.7,25.5,,,,22.8,106.8
Cleveland Cavaliers,82,240.9,42.2,98.5,.428,,,,42.2,98.5,.428,21.4,29.1,.736,,,50.0,25.1,,,,23.6,105.8
Buffalo Braves,82,241.5,41.6,92.2,.451,,,,41.6,92.2,.451,18.9,27.1,.698,,,48.5,21.5,,,,25.7,102.0
League Average,82,241.1,43.4,95.5,.455,,,,43.4,95.5,.455,23.3,31.2,.748,,,51.1,24.1,,,,23.6,110.2
Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Houston Rockets,82,240.0,46.0,100.6,.457,,,,46.0,100.6,.457,20.8,26.2,.793,,,49.5,23.6,,,,23.8,112.8
Boston Celtics*,82,240.6,46.5,103.8,.448,,,,46.5,103.8,.448,19.7,25.3,.780,,,58.6,28.3,,,,22.0,112.7
Atlanta Hawks*,82,241.8,45.1,98.0,.461,,,,45.1,98.0,.461,22.2,30.3,.733,,,50.9,25.3,,,,23.4,112.4
Los Angeles Lakers*,82,240.9,45.6,95.4,.478,,,,45.6,95.4,.478,20.5,27.6,.742,,,55.6,28.1,,,,20.0,111.7
Phoenix Suns,82,240.9,44.0,96.9,.455,,,,44.0,96.9,.455,23.5,29.7,.792,,,48.8,23.7,,,,24.5,111.6
Detroit Pistons,82,241.2,44.7,96.5,.463,,,,44.7,96.5,.463,20.9,28.0,.745,,,50.1,23.0,,,,22.1,110.3
Golden State Warriors*,82,240.6,45.3,99.5,.455,,,,45.3,99.5,.455,18.2,22.8,.798,,,53.7,24.2,,,,20.6,108.8
Kansas City-Omaha Kings,82,241.2,44.2,92.5,.478,,,,44.2,92.5,.478,19.3,24.8,.776,,,44.2,25.8,,,,25.0,107.6
Milwaukee Bucks*,82,240.9,45.8,95.2,.481,,,,45.8,95.2,.481,15.5,20.6,.753,,,51.8,27.1,,,,21.5,107.2
Portland Trail Blazers,82,240.6,43.8,95.6,.458,,,,43.8,95.6,.458,18.7,26.0,.719,,,47.9,25.6,,,,24.0,106.2
Baltimore Bullets*,82,240.6,44.6,96.1,.464,,,,44.6,96.1,.464,15.8,21.2,.743,,,51.3,25.0,,,,20.4,105.0
New York Knicks*,82,240.6,44.2,94.7,.467,,,,44.2,94.7,.467,16.5,21.2,.780,,,47.3,26.7,,,,21.6,105.0
Philadelphia 76ers,82,240.6,42.3,100.8,.420,,,,42.3,100.8,.420,19.5,26.0,.750,,,50.9,20.6,,,,24.2,104.1
Chicago Bulls*,82,241.5,42.4,95.5,.444,,,,42.4,95.5,.444,19.2,25.3,.759,,,48.8,24.7,,,,22.9,104.1
Seattle SuperSonics,82,241.2,42.0,93.7,.449,,,,42.0,93.7,.449,19.6,25.4,.772,,,50.7,23.9,,,,22.9,103.7
Buffalo Braves,82,240.6,43.1,96.1,.449,,,,43.1,96.1,.449,17.1,24.0,.712,,,50.7,27.0,,,,24.8,103.3
Cleveland Cavaliers,82,241.8,41.8,96.1,.435,,,,41.8,96.1,.435,19.0,25.4,.747,,,49.5,25.7,,,,23.7,102.7
League Average,82,240.9,44.2,96.9,.456,,,,44.2,96.9,.456,19.2,25.3,.758,,,50.6,25.2,,,,22.8,107.6
Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Buffalo Braves*,82,241.8,45.5,94.7,.480,,,,45.5,94.7,.480,20.7,27.1,.765,14.0,34.5,48.5,26.4,9.6,7.3,22.3,22.9,111.6
Golden State Warriors,82,240.3,45.4,97.8,.464,,,,45.4,97.8,.464,19.1,24.6,.778,16.8,37.0,53.8,24.3,8.1,5.5,20.3,23.1,109.9
Los Angeles Lakers*,82,240.9,43.1,95.2,.453,,,,43.1,95.2,.453,22.9,29.8,.769,16.6,36.2,52.9,26.6,9.7,8.0,23.3,24.8,109.2
Boston Celtics*,82,241.2,44.3,97.2,.456,,,,44.3,97.2,.456,20.5,25.6,.800,16.8,37.5,54.3,26.7,6.8,3.7,21.9,22.8,109.0
Atlanta Hawks,82,240.9,43.9,94.4,.465,,,,43.9,94.4,.465,20.8,27.6,.752,15.1,33.1,48.2,24.3,9.2,4.0,22.2,25.3,108.6
Phoenix Suns,82,240.9,43.4,94.2,.460,,,,43.4,94.2,.460,21.2,27.3,.777,13.3,33.2,46.5,25.0,8.0,3.7,20.3,25.9,107.9
Houston Rockets,82,242.1,43.5,90.6,.480,,,,43.5,90.6,.480,20.5,25.3,.812,13.0,31.6,44.5,27.0,8.9,5.0,20.5,25.7,107.4
Milwaukee Bucks*,82,240.9,45.4,92.3,.492,,,,45.4,92.3,.492,16.2,21.2,.763,13.8,35.1,49.0,27.1,8.9,6.3,20.7,22.7,107.1
Seattle SuperSonics,82,240.9,43.7,98.2,.445,,,,43.7,98.2,.445,19.6,25.5,.767,16.1,33.0,49.1,25.7,8.4,3.6,19.8,25.3,107.0
Portland Trail Blazers,82,240.6,43.7,93.7,.467,,,,43.7,93.7,.467,19.4,25.8,.753,15.3,31.7,47.0,25.7,9.7,4.2,22.2,25.0,106.8
Detroit Pistons*,82,240.9,42.1,91.6,.459,,,,42.1,91.6,.459,20.2,26.4,.764,14.6,32.7,47.3,23.9,9.7,5.1,21.5,23.5,104.4
Kansas City-Omaha Kings,82,240.3,41.1,89.5,.459,,,,41.1,89.5,.459,19.9,25.7,.774,13.6,31.1,44.7,21.3,9.7,4.7,21.8,23.4,102.0
Chicago Bulls*,82,241.2,40.1,90.0,.446,,,,40.1,90.0,.446,21.8,28.2,.771,13.9,31.9,45.8,22.8,9.3,3.9,20.6,22.9,102.0
Capital Bullets*,82,240.6,42.4,96.2,.441,,,,42.4,96.2,.441,17.0,22.8,.745,15.7,35.2,50.9,21.6,8.6,5.4,19.1,21.3,101.9
New York Knicks*,82,241.2,42.4,91.3,.465,,,,42.4,91.3,.465,16.5,21.2,.777,11.7,33.2,44.9,23.6,6.8,3.4,17.8,23.0,101.3
Philadelphia 76ers,82,240.6,40.6,93.9,.432,,,,40.6,93.9,.432,19.9,25.8,.771,14.4,32.0,46.4,21.9,9.2,2.7,20.3,24.0,101.2
Cleveland Cavaliers,82,240.9,41.7,94.9,.439,,,,41.7,94.9,.439,16.8,21.8,.772,15.5,30.4,45.9,25.0,7.3,3.6,18.8,23.5,100.3
League Average,82,241.0,43.1,93.9,.459,,,,43.1,93.9,.459,19.6,25.4,.771,14.7,33.5,48.2,24.6,8.7,4.7,20.8,23.8,105.7
Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Golden State Warriors*,82,241.2,45.3,97.3,.465,,,,45.3,97.3,.465,17.9,23.4,.768,17.3,34.8,52.1,25.3,11.9,4.5,20.9,25.7,108.5
Buffalo Braves*,82,240.6,43.3,91.1,.476,,,,43.3,91.1,.476,21.2,27.1,.780,13.5,33.4,46.9,25.2,8.8,5.6,20.9,22.9,107.8
Boston Celtics*,82,240.9,43.7,95.4,.458,,,,43.7,95.4,.458,19.0,24.0,.791,16.0,36.0,52.0,26.3,8.1,3.5,19.8,23.3,106.5
Atlanta Hawks,82,241.5,41.8,95.4,.438,,,,41.8,95.4,.438,21.6,29.7,.728,17.6,32.4,49.9,22.9,9.1,2.8,18.9,24.0,105.1
Washington Bullets*,82,241.5,43.4,93.9,.462,,,,43.4,93.9,.462,18.0,23.9,.752,13.8,33.7,47.5,24.5,11.3,5.0,19.4,23.9,104.7
Houston Rockets*,82,241.2,42.0,88.2,.477,,,,42.0,88.2,.477,19.8,24.8,.799,14.4,30.4,44.8,26.3,9.1,4.3,21.5,25.2,103.9
Portland Trail Blazers,82,242.4,41.6,86.7,.480,,,,41.6,86.7,.480,20.5,27.6,.742,12.8,33.6,46.4,26.9,9.2,4.9,22.4,25.1,103.8
Los Angeles Lakers,82,242.1,41.6,92.4,.450,,,,41.6,92.4,.450,20.0,26.6,.752,16.0,33.7,49.7,25.5,9.2,5.2,21.8,25.4,103.2
Seattle SuperSonics*,82,242.4,42.5,93.3,.456,,,,42.5,93.3,.456,18.0,24.0,.749,13.9,31.5,45.4,24.4,10.2,4.6,19.6,24.1,103.1
New Orleans Jazz,82,240.6,40.3,91.6,.440,,,,40.3,91.6,.440,20.9,27.4,.764,14.0,31.9,45.9,22.2,8.8,3.1,22.0,27.1,101.5
Kansas City-Omaha Kings*,82,240.6,39.7,88.5,.449,,,,39.7,88.5,.449,21.9,26.7,.821,12.1,33.5,45.6,22.6,8.8,4.2,18.8,24.0,101.4
Phoenix Suns,82,241.5,41.2,92.2,.447,,,,41.2,92.2,.447,18.7,25.4,.737,16.5,32.7,49.2,22.9,8.1,3.9,21.5,25.5,101.2
Milwaukee Bucks,82,241.5,42.1,89.8,.468,,,,42.1,89.8,.468,16.5,21.3,.775,12.5,33.7,46.2,23.6,7.3,4.9,18.8,23.8,100.7
New York Knicks*,82,240.6,41.0,91.0,.450,,,,41.0,91.0,.450,18.5,24.0,.772,12.0,32.3,44.3,20.4,8.0,3.7,16.8,24.4,100.4
Philadelphia 76ers,82,241.5,40.5,91.2,.445,,,,40.5,91.2,.445,18.7,24.9,.749,14.6,33.0,47.6,20.8,7.0,3.2,19.4,24.1,99.8
Cleveland Cavaliers,82,242.4,41.6,89.9,.462,,,,41.6,89.9,.462,15.9,21.4,.742,12.9,30.5,43.4,23.2,7.3,4.2,17.8,22.9,99.0
Detroit Pistons*,82,240.3,40.1,86.0,.466,,,,40.1,86.0,.466,18.7,24.1,.776,12.2,30.7,42.9,23.4,8.3,4.6,19.0,22.8,98.9
Chicago Bulls*,82,242.4,38.6,86.4,.447,,,,38.6,86.4,.447,20.9,26.9,.777,13.5,34.0,47.5,22.4,8.1,4.6,18.1,23.8,98.1
League Average,82,241.4,41.7,91.1,.457,,,,41.7,91.1,.457,19.3,25.2,.765,14.2,32.9,47.1,23.8,8.8,4.3,19.8,24.3,102.6
Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Golden State Warriors*,82,241.8,45.0,97.3,.462,,,,45.0,97.3,.462,19.8,26.3,.751,16.5,35.5,52.0,24.9,11.3,5.1,19.7,24.7,109.8
Buffalo Braves*,82,240.3,42.5,89.1,.476,,,,42.5,89.1,.476,22.4,28.9,.774,12.2,33.2,45.4,25.8,8.8,4.5,21.3,24.6,107.3
Los Angeles Lakers,82,240.3,43.3,93.0,.465,,,,43.3,93.0,.465,20.4,26.4,.772,13.8,35.0,48.8,23.6,8.2,6.4,19.7,24.7,106.9
Philadelphia 76ers*,82,242.1,42.2,94.5,.447,,,,42.2,94.5,.447,22.1,30.1,.733,16.9,32.7,49.6,20.2,9.9,4.5,21.1,26.7,106.5
Seattle SuperSonics*,82,241.2,43.2,94.3,.458,,,,43.2,94.3,.458,20.0,28.2,.711,14.8,30.5,45.3,23.6,10.6,4.3,19.7,26.0,106.4
Boston Celtics*,82,240.9,43.0,96.4,.446,,,,43.0,96.4,.446,20.2,25.9,.780,16.7,36.2,52.9,24.1,6.8,3.2,19.6,24.4,106.2
Houston Rockets,82,240.9,43.2,89.1,.485,,,,43.2,89.1,.485,19.7,25.0,.790,12.9,32.2,45.2,27.0,8.0,4.4,20.3,24.9,106.2
Phoenix Suns*,82,242.4,41.7,88.4,.472,,,,41.7,88.4,.472,21.7,28.5,.762,13.5,31.2,44.7,25.4,10.4,4.3,22.6,24.6,105.1
Detroit Pistons*,82,241.2,43.0,92.7,.464,,,,43.0,92.7,.464,19.0,25.0,.760,14.7,31.0,45.7,21.4,9.6,4.0,19.7,25.4,104.9
New Orleans Jazz,82,242.4,40.9,91.4,.447,,,,40.9,91.4,.447,22.3,29.5,.758,14.5,33.9,48.4,21.5,9.1,4.2,20.2,26.5,104.1
Portland Trail Blazers,82,240.6,41.7,88.9,.469,,,,41.7,88.9,.469,20.7,28.7,.723,13.6,34.7,48.3,25.5,9.5,5.0,22.8,25.5,104.1
Kansas City Kings,82,240.9,40.7,90.0,.453,,,,40.7,90.0,.453,21.9,28.5,.767,13.8,32.5,46.4,22.7,9.2,4.0,19.6,25.1,103.3
Washington Bullets*,82,242.7,41.7,88.2,.472,,,,41.7,88.2,.472,19.5,27.0,.720,12.4,34.3,46.7,22.2,8.5,5.9,20.4,23.4,102.8
New York Knicks,82,241.5,42.0,92.1,.456,,,,42.0,92.1,.456,18.7,24.2,.772,12.5,33.2,45.7,20.2,7.0,3.2,17.1,24.5,102.7
Atlanta Hawks,82,241.5,40.3,89.5,.450,,,,40.3,89.5,.450,22.1,30.1,.733,14.9,31.0,45.9,20.3,9.6,3.4,18.9,24.2,102.6
Milwaukee Bucks*,82,241.8,42.1,90.7,.465,,,,42.1,90.7,.465,17.5,23.8,.736,13.3,32.8,46.1,22.2,8.7,5.7,19.8,24.9,101.8
Cleveland Cavaliers*,82,241.5,42.6,94.0,.454,,,,42.6,94.0,.454,16.4,22.3,.737,14.5,31.6,46.1,22.5,7.8,4.8,16.2,22.8,101.7
Chicago Bulls,82,241.2,37.9,91.5,.414,,,,37.9,91.5,.414,20.1,26.8,.751,16.8,33.2,50.0,20.8,7.6,3.1,17.2,24.1,95.9
League Average,82,241.4,42.1,91.7,.458,,,,42.1,91.7,.458,20.2,26.9,.751,14.4,33.0,47.4,23.0,8.9,4.4,19.8,24.8,104.3
Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
San Antonio Spurs*,82,240.9,45.3,93.4,.485,,,,45.3,93.4,.485,24.5,30.8,.797,13.5,31.1,44.6,25.8,10.5,6.1,21.6,24.0,115.0
Denver Nuggets*,82,241.2,43.8,91.1,.481,,,,43.8,91.1,.481,25.0,33.9,.738,15.7,32.9,48.6,27.6,11.6,5.7,24.5,26.1,112.6
